										입시결과 역환산 산출내역																				
자연 누적   (추정치)		의대감원			26수능 표준점수	대학	학과	계열	모집인원	대학별		반영방법			반영비율			백분위	표준점수			변표	등급 점수						가산점	비고
		영향	계열   	계열						환산점수 /	만점	국.수	탐구		국	수	탐	국.수.탐	국어	수학	탐구	탐구	영어	점수	한국사	점수	제2외국	점수	미기,과탐	
  (%)	 (명)	(명)	백분위	표준점수																										
1.81	3,928	-299 	97.42	398.42	401.09	동의대	한의예(인문)	인문	4	538.36 / 	800	표점	변표	2과목	25	25	25	97.42	132.32	131.69	67.20	67.68	1등급	139	만점	0	만점	0	0	총점800 
1.98	4,297	-449 	97.4	397.42	400.83	연세대	약학과	자연	13	709.818 / 	1000	표점	변표	2과목	22	33	33	97.4	132.28	131.67	66.74	67.66	1등급	111.11	만점	0	만점	0	6.766	 과탐3%가산
1.99	4,318	-602 	97.39	397.40	401.10	연세대(미래)	의예과(지역)	자연	3	709.79 / 	1000	표점	변표	2과목	22	33	33	97.39	132.28	131.66	66.73	67.65	1등급	111.11	만점	0	만점	0	6.765	 과탐3%가산
2.01	4,362	-293 	97.38	397.33	400.25	가천대	한의예과	자연	23	97.5 / 	100	백분위	백분위	2과목	25	30	25	97.38	132.25	131.64	66.72		1등급	19.6	만점	0	만점	0	0	
2.03	4,405	-497 	97.36	397.27	400.74	경북대	약학과	자연	6	717.2 / 	1000	표점	변표	2과목	25	38	25	97.36	132.23	131.62	66.71	68.05	1등급	125	만점	10	만점	0	0	
2.03	4,405	-439 	97.36	397.27	400.55	한양대(ERICA)	약학	자연	13	975.65 / 	1000	표점/만점	변표/만점	2과목	25	35	25	97.36	132.23	131.62	66.71	67.63	1등급	150	만점	10	만점	0	7.246	 과3%가산
2.03	4,405	-458 	97.36	397.26	400.58	서울대	건설환경공학부	자연	20	399.9 / 	600	표점	표점	2과목	33	40	27	97.36	132.22	131.62	66.71		1등급	0	만점	0	만점	0	3	 과탐Ⅱ3점 가산
2.05	4,449	-609 	97.34	397.20	400.90	경상국립대	의예과	자연	13	978.57 / 	1000	표점/만점	표점/만점	2과목	25	30	25	97.34	132.20	131.60	66.06/67.91		1등급	200	만점	0	만점	0	12.164	 과탐(Ⅰ,Ⅱ)/ 과탐(Ⅱ,Ⅱ) 5%가산
2.07	4,492	-610 	97.33	397.13	400.80	동아대	의예(지역)	자연	21	604.8 / 	800	표점	표점	2과목	25	25	25	97.33	132.18	131.58	66.68		1등급	200	만점	1	만점	0	6.668	총점800 과탐5%
2.11	4,579	-504 	97.29	396.98	400.26	경북대	수의예과	자연	6	716.79 / 	1000	표점	변표	2과목	25	38	25	97.29	132.13	131.54	66.65	68	1등급	125	만점	10	만점	0	0	
